Date,Open,High,Low,Close,Adj Close,Volume
2017-06-29,53.770000,53.840000,53.139999,53.189999,41.534744,2978771
2017-06-30,53.279999,53.320000,52.860001,53.189999,41.534744,2387739
2017-07-03,53.410000,53.880001,53.404999,53.669998,41.909561,1702897
2017-07-05,53.349998,53.360001,52.804798,52.910000,41.316105,3215385
2017-07-06,53.060001,53.560001,52.950001,53.099998,41.464466,3303577
2017-07-07,52.919998,53.020000,52.435001,52.939999,41.339520,3315091
2017-07-10,52.639999,52.939999,52.599998,52.799999,41.230198,2316319
2017-07-11,52.619999,53.060001,52.480000,53.029999,41.409805,2225470
2017-07-12,53.660000,53.939999,53.410000,53.480000,41.761196,2725536
2017-07-13,53.500000,53.509998,53.230000,53.480000,41.761196,2421542
2017-07-14,54.150002,54.230000,53.715000,53.750000,41.972034,3047826
2017-07-17,53.849998,54.025002,53.570000,53.630001,41.878330,2400125
2017-07-18,54.099998,54.099998,53.735001,53.980000,42.151627,2970427
2017-07-19,53.840000,54.119999,53.790001,54.049999,42.206295,3482430
2017-07-20,54.529999,54.630001,54.290001,54.340000,42.432743,5593380
2017-07-21,54.560001,54.610001,53.939999,54.060001,42.214100,4069670
2017-07-24,54.029999,54.029999,53.639999,53.910000,42.096966,3256637
2017-07-25,54.689999,54.830002,54.294102,54.369999,42.456173,2387985
2017-07-26,54.799999,54.869999,54.520000,54.520000,42.573307,3246588
2017-07-27,55.240002,55.299999,54.845001,55.279999,43.166763,2677431
2017-07-28,55.279999,55.970001,55.250000,55.740002,43.525970,2808865
2017-07-31,56.360001,56.840000,56.169998,56.529999,44.142864,4269620
2017-08-01,56.610001,56.930000,56.500000,56.799999,44.353699,3774312
2017-08-02,56.869999,57.529999,56.810001,57.380001,44.806610,3170988
2017-08-03,57.360001,57.450001,56.939999,57.040001,44.541107,2219633
2017-08-04,57.270000,57.365002,56.939999,57.340000,44.775372,1983156
2017-08-07,57.380001,57.450001,57.200001,57.380001,44.806610,2291365
2017-08-08,57.639999,57.750000,57.209999,57.250000,44.705093,2939074
2017-08-09,56.509998,56.810001,56.450001,56.770000,45.070293,2553086
2017-08-10,56.570000,56.639999,55.919998,56.000000,44.458981,2678560
2017-08-11,55.580002,55.775002,55.459999,55.639999,44.173176,2422928
2017-08-14,55.520000,55.820000,55.189999,55.200001,43.823856,2247791
2017-08-15,54.950001,55.169998,54.590099,55.060001,43.712704,2456981
2017-08-16,55.060001,55.220001,54.590000,54.750000,43.466583,2510630
2017-08-17,54.740002,54.910000,54.459999,54.500000,43.268116,4041038
2017-08-18,54.410000,54.830002,54.270100,54.650002,43.387203,3860040
2017-08-21,54.709999,54.709999,54.299999,54.320000,43.125214,2429895
2017-08-22,54.730000,54.799999,54.540001,54.720001,43.442783,3360097
2017-08-23,54.520000,55.215000,54.500000,55.200001,43.823856,3956808
2017-08-24,55.099998,55.169998,54.865002,55.099998,43.744461,4333350
2017-08-25,55.240002,55.700001,55.240002,55.669998,44.196991,2725872
2017-08-28,55.619999,55.630001,55.290001,55.439999,44.014397,2488600
2017-08-29,55.070000,55.509998,55.040001,55.439999,44.014397,2238566
2017-08-30,55.099998,55.389999,55.060001,55.169998,43.800037,4247862
2017-08-31,54.980000,55.279999,54.865002,55.180000,43.807976,2616530
2017-09-01,55.110001,55.529999,54.950001,55.349998,43.942928,2331909
2017-09-05,55.500000,55.779999,55.450001,55.700001,44.220810,3098389
2017-09-06,55.450001,56.599998,55.450001,56.549999,44.895630,4783718
2017-09-07,56.700001,56.970001,56.689999,56.939999,45.205265,4061851
2017-09-08,56.860001,56.939999,56.410000,56.549999,44.895630,2589497
2017-09-11,56.599998,57.000000,56.540001,56.849998,45.133804,3033300
2017-09-12,56.639999,57.110001,56.630001,56.889999,45.165562,3240300
2017-09-13,57.310001,57.549999,57.119999,57.439999,45.602200,4879998
2017-09-14,57.560001,57.900002,57.430000,57.790001,45.880089,3680680
2017-09-15,57.500000,57.700001,57.354401,57.619999,45.745113,3411813
2017-09-18,57.389999,57.660000,57.279999,57.459999,45.618092,3540490
2017-09-19,57.970001,58.150002,57.834499,58.139999,46.157948,2583283
2017-09-20,58.160000,58.900002,58.150002,58.830002,46.705746,5085045
2017-09-21,58.880001,59.275002,58.770000,59.009998,46.848648,3838229
2017-09-22,59.220001,59.590000,59.200001,59.480000,47.221790,2358488
2017-09-25,59.570000,60.009998,59.560001,59.869999,47.531414,3128077
2017-09-26,59.919998,60.145000,59.765499,60.119999,47.729881,4435965
2017-09-27,59.660000,60.014999,59.514999,60.000000,47.634624,7972641
2017-09-28,60.389999,60.660000,60.195000,60.369999,47.928371,5680148
2017-09-29,60.470001,60.619999,60.250000,60.580002,48.095093,2586316
2017-10-02,60.189999,60.570000,60.069801,60.549999,48.071270,2012792
2017-10-03,60.599998,61.080002,60.580002,60.900002,48.349144,2851954
2017-10-04,60.759998,60.900002,60.529999,60.900002,48.349144,4342052
2017-10-05,60.939999,61.125000,60.740002,61.029999,48.452354,3733663
2017-10-06,60.439999,60.459999,60.049999,60.150002,47.753708,2657293
2017-10-09,60.419998,60.589901,60.320000,60.450001,47.991882,1594208
2017-10-10,60.959999,61.090000,60.820000,61.040001,48.460289,2791135
2017-10-11,61.180000,61.270000,60.930000,61.230000,48.611134,2885366
2017-10-12,60.840000,60.910000,60.660000,60.730000,48.214176,2106335
2017-10-13,61.299999,61.419998,60.910000,60.919998,48.365021,2721877
2017-10-16,61.240002,61.290001,60.869999,60.869999,48.325325,2612716
2017-10-17,60.980000,60.990002,60.490002,60.700001,48.190357,2841696
2017-10-18,60.820000,60.959999,60.430000,60.529999,48.055397,3464806
2017-10-19,60.860001,61.299999,60.810001,61.029999,48.452354,3547815
